phase_step,global_step,training_tokens,learning_rate,loss,loss_text,loss_drift,ce_depth_1,ce_depth_2,ce_depth_3,grad_norm,batch_sha256
115,34358,471040,1.9166666666666667e-05,7.105937659740448,7.1058632135391235,0.0014901833565090783,7.098270356655121,7.109277129173279,7.110041856765747,1.697192668914795,88d042a5ff6880dbc70e2d3ce2338d29a5366d8c10f1a49427e6e785e5c994fd
116,34359,475136,1.9333333333333333e-05,7.277755677700043,7.277711629867554,0.0008801320582279004,7.27646541595459,7.283715784549713,7.2729532122612,1.5787984132766724,044f3bd8779f70609c96aea21f7c3f5481bbea0d420129505395d126c8b85cea
117,34360,479232,1.9500000000000003e-05,7.119429707527161,7.119392156600952,0.000750593317206949,7.114319741725922,7.125856041908264,7.1180002093315125,2.0595383644104004,51ce18ec4b516c8c64929d35ec72d8c72ae80b9a952ffc9dfc97fa204f7008ad
118,34361,483328,1.9666666666666666e-05,7.103103876113892,7.103036999702454,0.0013371979293879122,7.101103365421295,7.107581079006195,7.100426375865936,1.7577699422836304,c737da587e9d9cbee57b6b7249c4785b9c24b0ffe175c8beeac964a42914d62c
119,34362,487424,1.9833333333333335e-05,7.054019808769226,7.0539830327034,0.0007351765889325179,7.048252999782562,7.06648176908493,7.047213792800903,2.112504005432129,15f68eec06974f0e1025dba4f2a4d47643f39d057edcc57148c15b3219c983c1
120,34363,491520,2e-05,6.658138930797577,6.658043205738068,0.001916698762215674,6.653401076793671,6.666776061058044,6.6539523005485535,1.6062284708023071,4af284b5cdfe44e573d80cc33d7149aceb81c58e3b9a3e25360673577f37f759
121,34364,495616,2.0166666666666668e-05,7.0626866817474365,7.062642276287079,0.0008881377943907864,7.061530947685242,7.070285379886627,7.056109845638275,1.6975430250167847,172395f50c9e5fdc8c9089dd63384c767db0ce2cac928b99818bfb54a365be1d
122,34365,499712,2.0333333333333334e-05,7.156514465808868,7.156428933143616,0.0017100220720749348,7.143472194671631,7.168428897857666,7.157385051250458,1.5914967060089111,7cd3f65b3a681629d4a0f5008f82a5440ae288b63c66e1b10c07401456addd48
123,34366,503808,2.05e-05,6.908584654331207,6.908543407917023,0.0008265643045888282,6.915219247341156,6.909848988056183,6.900561451911926,2.0769948959350586,9551b8acb8d374e13a447f51fa757db59bd2c4e1484432d011379873228a51c9
124,34367,507904,2.0666666666666666e-05,7.10650634765625,7.106468856334686,0.0007487971015507355,7.104581892490387,7.107486605644226,7.107337713241577,2.0242929458618164,c86010c7229c602e42b9dbb2021e3e0a558827b93373b9d2ddd46e2680d9c314
125,34368,512000,2.0833333333333336e-05,6.833621263504028,6.833578586578369,0.0008545381861040369,6.834170758724213,6.834852635860443,6.831711530685425,1.5417808294296265,dab3b17825fb37f4d2e5aa6a33b6dee55982c22b94faf4d1bfc6094a8a7b2e78
126,34369,516096,2.1e-05,6.765778005123138,6.765743553638458,0.0006889410433359444,6.7653985023498535,6.7701417207717896,6.761689782142639,2.597440481185913,cf0e17b66b1b14fb48adb1475a28c92be84675ee060b0df10fa422dd0454aae3
127,34370,520192,2.116666666666667e-05,6.464271605014801,6.46419882774353,0.0014541755881509744,6.463454186916351,6.468116521835327,6.461025297641754,1.6066654920578003,bf4fb0c9fc47a2877721ec299bc331eb5be426e2cdb5f361ec13e59913511e8f
128,34371,524288,2.1333333333333335e-05,7.51629638671875,7.516248047351837,0.0009662910670158453,7.514130711555481,7.514600515365601,7.520012438297272,3.2702183723449707,f835a8aaebff84d4bad2ba67b924869d4d584b71f351c37ca8efd0f7f0ccceac
129,34372,528384,2.15e-05,7.000341236591339,7.000251412391663,0.0017964721264434047,6.989883065223694,7.012210249900818,6.998660326004028,7.2653937339782715,5b9d151815c1aa695e8174b451dd1c383378699219ead021f21635cf56cf4d3b
130,34373,532480,2.1666666666666667e-05,6.890604734420776,6.8905311822891235,0.0014705306821269915,6.892044961452484,6.89882230758667,6.880725741386414,1.922810673713684,92bd87a37c82a47d6091e234ae7d5b410f74267d4e58141da11476b1d271efdf
131,34374,536576,2.1833333333333333e-05,6.6136444211006165,6.613592088222504,0.0010458163960720412,6.6118879318237305,6.630725681781769,6.598161995410919,2.386714458465576,ef302512686f4e2d99b29e2d65006ba5e92188060578595b8bbe996cb22b9695
132,34375,540672,2.2000000000000003e-05,7.106116712093353,7.10607635974884,0.000808112552476814,7.1258522272109985,7.104178607463837,7.088197827339172,2.083550453186035,767f98d017dbe3ee2ec45c23832f1c74616dadc679e0e6dcc12c45c649f5635f
133,34376,544768,2.216666666666667e-05,6.7581614553928375,6.7581077218055725,0.0010746741172624752,6.793303370475769,6.759938299655914,6.72108069062233,2.7618608474731445,f2a15ff2f69811556a2dcf297fd73d3108145c7f44055d3b1636fbfe69134547
134,34377,548864,2.2333333333333335e-05,7.307008266448975,7.306962490081787,0.0009151087870122865,7.355948328971863,7.289284348487854,7.2756540179252625,3.518808126449585,fda89cc7ac9e8983ef8669b3c3b466fe33ca477dcb5052647f92bf8893cae447
135,34378,552960,2.25e-05,6.640145123004913,6.640082061290741,0.0012622413851204328,6.64232063293457,6.644470632076263,6.633454203605652,1.7979785203933716,313d439c4d5eee72aeae5ce9f4373a9f6a25f2e232b47b146cc3073da3d2d444
136,34379,557056,2.2666666666666668e-05,6.608442842960358,6.608326554298401,0.0023246500350069255,6.609098970890045,6.611235797405243,6.604644596576691,1.4936954975128174,8fe32cca9c5bdc3925e91f348266e13baed955a9f016bf9494ce384b3770358c
137,34380,561152,2.2833333333333334e-05,6.6694090366363525,6.669338405132294,0.0014133276708889753,6.650966644287109,6.695353627204895,6.661694288253784,6.255678176879883,27d83c617a9d89b2b25d74f7d61841db58ee07989b16f80119f4a944b8e1b12c
138,34381,565248,2.3000000000000003e-05,6.565218448638916,6.56516170501709,0.001134621496021282,6.553482472896576,6.576212704181671,6.565789520740509,1.61818265914917,bcd058cd094ea72d5be1a5e2c5c8bc3986a876e6342844a83d1c102d213fcdbe
139,34382,569344,2.3166666666666666e-05,6.923568427562714,6.923520088195801,0.000966469495324418,6.919848144054413,6.919589161872864,6.93112188577652,1.8914517164230347,fa7d292e9ac7d39a1df02b93e0eb190f2b8191f6fa727ad62b0c2839e269f47e
140,34383,573440,2.3333333333333336e-05,6.196804106235504,6.1967058181762695,0.0019653817362268455,6.197064101696014,6.19638991355896,6.196662724018097,7.3849945068359375,88c69e63e3a7dc33f5b8365822381b47580fa55a4159e4a8e17d340445e74a5a
141,34384,577536,2.35e-05,6.745790243148804,6.745741188526154,0.0009806094676605426,6.732069194316864,6.763226628303528,6.741927266120911,2.648319721221924,e2560fe2254bd71d274bd6d1f49fd216e859ddcb23297288d6126f4a2543ada6
142,34385,581632,2.3666666666666668e-05,6.6510841846466064,6.651021301746368,0.0012579449248733,6.647129416465759,6.6524017453193665,6.653532028198242,1.7882084846496582,c4cda2c82d7dfe8639bcb458852459729500c8c6181847df596e20087798bba1
143,34386,585728,2.3833333333333334e-05,7.075331687927246,7.075265824794769,0.0013151804159861058,7.066919565200806,7.08105731010437,7.077819645404816,1.6082323789596558,4ccab104c3d5371969c7e6a32820cdfe2f72d8215c7e488a2356826ca66ff620
144,34387,589824,2.4e-05,6.656542181968689,6.656482517719269,0.0011929599786526524,6.637239336967468,6.6659053564071655,6.66630220413208,3.184659481048584,ab2b1fc8ab39ed306f83a5b001f00388affb250c5780b723512b7f07daf75cbd
145,34388,593920,2.4166666666666667e-05,6.828177094459534,6.828120946884155,0.0011225366542930715,6.821354269981384,6.841968834400177,6.821039080619812,1.9801079034805298,9132ef2e9811008e8f885bc3799c17d8d723781c7de0ff6b23c22f1088b0c8cd
146,34389,598016,2.4333333333333336e-05,6.843174695968628,6.8431262373924255,0.0009693098545540124,6.843036711215973,6.844797194004059,6.8415443897247314,2.054997205734253,9092e15eb14af5380711848c7a3c76dbe5de5f936b52a96eae47d596fb6f0cc0
147,34390,602112,2.45e-05,7.17860609292984,7.17855304479599,0.0010608644370222464,7.173855423927307,7.189237177371979,7.172565817832947,2.7477879524230957,f7ddfedb10b7b9f5cb4b321c7d8ec13232e114b1c464371d2e10d9d067d9471f
148,34391,606208,2.466666666666667e-05,6.9508126974105835,6.950770735740662,0.0008385516484850086,6.952539086341858,6.954885184764862,6.944888234138489,3.480645179748535,e71dace5d9a46bcd11945d2d2e0fb65ed3d84b8750ae771632081a62ad09e0d1
149,34392,610304,2.4833333333333335e-05,6.941259145736694,6.94119268655777,0.0013299609345267527,6.932205379009247,6.94901704788208,6.942355096340179,7.955995082855225,9a4965c4170a2d80f9af515111f116d8683cf11adea9f28c4bae54cd49daf386
150,34393,614400,2.5e-05,6.938204348087311,6.938139319419861,0.0013016919838264585,6.926681339740753,6.953657805919647,6.934078514575958,1.6853798627853394,35f8a694f9d15c76d5df3e9b38e2762a2a1b141c8803a9191494b4c3118a61aa
151,34394,618496,2.5166666666666667e-05,6.981675207614899,6.981607377529144,0.0013559137441916391,6.967286586761475,6.995640695095062,6.981894433498383,2.605020761489868,710ee00a905ec7701a9cb6260137cb84783e5d51731158fde3a8bafb99641204
152,34395,622592,2.5333333333333337e-05,6.818940281867981,6.818898975849152,0.0008249271413660608,6.806157827377319,6.846096873283386,6.8044416308403015,2.2488770484924316,1b3d2f795dbd79d1da005307caa7168fef9721bd10386775d33aa1849f63e107
153,34396,626688,2.5500000000000003e-05,6.704982340335846,6.704936444759369,0.0009166960662696511,6.711126744747162,6.711568892002106,6.692113220691681,1.7851475477218628,3b4eaf2b836b23afcbde10bdc89122b1104b894b0f1b4caf3025f42e39032718
154,34397,630784,2.5666666666666666e-05,6.386163920164108,6.386102616786957,0.0012248713319422677,6.393330752849579,6.3827789425849915,6.382197737693787,1.7969746589660645,713e3a68d45d0e22c01a22e4cf44b63478705a9222091ef260cf5b82d0e5615b
155,34398,634880,2.5833333333333336e-05,7.101130664348602,7.1010682582855225,0.0012474958202801645,7.099988341331482,7.110379874706268,7.092835962772369,1.5550687313079834,8c6c6e2fc5606807ec21403451d81cdb58a96bfc5ac46d1715441cd5808fcd9f
156,34399,638976,2.6000000000000002e-05,6.801548659801483,6.801469624042511,0.0015808331372682005,6.797719061374664,6.805899202823639,6.800790250301361,1.573612928390503,3734ff41302aec012bdfa525e5d2aec6b3811ee0276e749604f16ffc1a571427
