phase_step,global_step,training_tokens,learning_rate,loss,loss_text,loss_drift,ce_depth_1,ce_depth_2,ce_depth_3,grad_norm,batch_sha256
26,34269,106496,4.333333333333334e-06,6.7046456933021545,6.704572856426239,0.0014565256860805675,6.701434671878815,6.719323396682739,6.692959845066071,1.4007339477539062,59fb8cd3507190b51e95c60bdd8c106418438ee85763d75df60845174e85c24c
27,34270,110592,4.5e-06,6.63183867931366,6.631782233715057,0.0011282309351372533,6.638532400131226,6.6341705322265625,6.622643411159515,1.5736267566680908,5926b602517228794913c008e65b998993ce846b868073b831bae4e5d2e0435d
28,34271,114688,4.666666666666667e-06,6.443636238574982,6.443561017513275,0.0015043512903503142,6.437544882297516,6.458510518074036,6.434626996517181,1.4608250856399536,69ee2bcd027282a43cbaae255f763c7aecef0798c84ccae14f24fb1f70140b92
29,34272,118784,4.833333333333333e-06,7.22201532125473,7.221935927867889,0.0015885848479229026,7.223570704460144,7.228914678096771,7.213321566581726,3.2506091594696045,d4f8e570b733dcfc668695b3b9bfc7dfbc9e34c93945fa944dae989beb275b63
30,34273,122880,5e-06,6.9107825756073,6.910704791545868,0.0015532733668806031,6.907835066318512,6.9262338280677795,6.898044407367706,1.877830982208252,e4b960d5fdd43614458eb15b7d9bdec4b30fe6437bd75244f357cbbab90903e0
31,34274,126976,5.166666666666667e-06,6.726371943950653,6.726295709609985,0.001525032268546056,6.716420769691467,6.743457853794098,6.719008147716522,1.957821249961853,37092758c4eccfbb868e634dcb94163754729705f80b92ffa3d66c1daf0f17f7
32,34275,131072,5.333333333333334e-06,6.965114772319794,6.965056896209717,0.0011574834788916633,6.955875933170319,6.9760361313819885,6.963258445262909,1.4644173383712769,a5e78fdc5f559d79cacf7c62efbea7ed95b8c10cd5f7a0600f88174da5406b1e
33,34276,135168,5.500000000000001e-06,6.707650184631348,6.707568943500519,0.0016250362459686585,6.697808086872101,6.725869536399841,6.699028432369232,1.5040313005447388,408c783cc735d9c81683b024cebd50a0c986c9201ffb14e660369c55fa755a2b
34,34277,139264,5.666666666666667e-06,7.0044801235198975,7.004437267780304,0.0008569366400479339,6.987959206104279,7.016613662242889,7.008738875389099,1.8563740253448486,87b545970fedd89b5a3c337a866312a4f5f79137ca9b93790a6347f6bc5205cd
35,34278,143360,5.833333333333334e-06,6.786566197872162,6.786507427692413,0.0011749484037864022,6.7726757526397705,6.784509181976318,6.802336931228638,1.7762296199798584,cfd985cbd6a86cb9811b5bcd7877c9c8f11f9f8a0dd7e77624a5479f9db10a08
36,34279,147456,6e-06,7.081516325473785,7.081456422805786,0.001198293815832585,7.072333097457886,7.0822670459747314,7.089768707752228,2.220311164855957,df253c6e895e9b0ba54d47d3f0588edd9bdc903efedc448d2b1b22e1dccf70a7
37,34280,151552,6.166666666666667e-06,6.526427507400513,6.526359736919403,0.001356281827611383,6.528013467788696,6.520888388156891,6.530177354812622,1.7876611948013306,2c91a0d1ea93978edfc6bf6bc63615e5515ba8e95190dd81bbcd5f250063838a
38,34281,155648,6.333333333333334e-06,6.668449580669403,6.668382048606873,0.0013514428428607062,6.642052888870239,6.678982973098755,6.6841102838516235,2.2563960552215576,ac4e2b2969144d41afe9cdcd3d7408da66db0931942de249665519afcbfacfc9
39,34282,159744,6.5000000000000004e-06,6.913999497890472,6.913949429988861,0.0010019100591307506,6.910307288169861,6.920477032661438,6.911062955856323,2.071897268295288,686bd0783fa6c7b83a0b10e9e1fdc7f50bd15a07ded3c4a5bb4daed933461134
40,34283,163840,6.666666666666667e-06,6.926652371883392,6.92658406496048,0.0013646485094795935,6.9153932929039,6.930844068527222,6.93351423740387,2.720120668411255,7f96769ffb7099ff3262cb7a9822deb6c5645ec0b6be5969e2a386fa9da87d96
41,34284,167936,6.833333333333333e-06,6.347843945026398,6.347764730453491,0.0015851347197894938,6.337883830070496,6.348326563835144,6.35708349943161,3.428422451019287,cc48f221a3f795b5071660eb21dc52f156698c7760d6483adfa9b7ddf14f1f21
42,34285,172032,7.000000000000001e-06,6.531445741653442,6.531356990337372,0.001776007586158812,6.523932218551636,6.538786232471466,6.5313520431518555,1.6745879650115967,859f02bf996f107f6f9e57c081c33228bb43d3489ee29fffd926fd495c3e6293
43,34286,176128,7.166666666666667e-06,7.105758309364319,7.105701804161072,0.0011308151006232947,7.1047645807266235,7.106250524520874,7.106089651584625,1.8542166948318481,5d1c7dc5ab6420cca2751866db4b65c6a0f875b022683ee23080351b452be3e5
44,34287,180224,7.333333333333334e-06,7.083409070968628,7.083351373672485,0.001155389029008802,7.079493284225464,7.099423050880432,7.071137249469757,1.5048784017562866,6ca6144478e3530146beff22e0c823ab6d04445682581e0198e45a5a1beaa1e0
45,34288,184320,7.5e-06,6.445207238197327,6.445126593112946,0.0016123358145705424,6.437112331390381,6.448180973529816,6.450086355209351,1.8683509826660156,ba73ed05c807cc683ca2b75b97bfa19362ea0dee69c765780bf6916e9b01d2cf
46,34289,188416,7.666666666666667e-06,6.9493414759635925,6.949291527271271,0.0009991646438720636,6.93426650762558,6.961830973625183,6.951776742935181,1.616818904876709,c0d6d3baaf1346ee15c31d39926e4810c216fd44a7690cbc14bc2429eab2fa37
47,34290,192512,7.833333333333333e-06,6.923292100429535,6.92323362827301,0.0011683276898111217,6.904355347156525,6.93741512298584,6.927929580211639,1.6804959774017334,f2006ae86b3e9bf31aa0fd8fb82e8d98dd6fc8ded3f47c9257dbc8ceec3bad21
48,34291,196608,8.000000000000001e-06,7.155478477478027,7.155422329902649,0.0011227345021325164,7.151392996311188,7.154129385948181,7.160743892192841,3.793308973312378,c0773796081367a3d4bf954a25db5ce1dc0b7310aecc1867bbdaae6be3d45eab
49,34292,200704,8.166666666666668e-06,6.911880433559418,6.911813497543335,0.0013399314484559,6.899663090705872,6.919527113437653,6.916249573230743,1.5821012258529663,5dc42c144ad6618344cafc0143185d647616eada5d986de4aaa3e2a90930bdc6
50,34293,204800,8.333333333333334e-06,6.617184340953827,6.6170520186424255,0.0026474890037206933,6.613372981548309,6.62128359079361,6.616498827934265,1.5175065994262695,82d811d6dde0bd459eb71ef667c3603ca689395af69d5d57fe931b8189b3d7c2
51,34294,208896,8.500000000000002e-06,6.635464191436768,6.635371088981628,0.0018626301316544414,6.636702358722687,6.641404926776886,6.628005623817444,1.4562374353408813,e0f35fff5db440fa5eaa35d533ffbaa9bdfc7de8c8f6aaa73443b376722c783a
52,34295,212992,8.666666666666668e-06,7.037549912929535,7.0374868512153625,0.0012624557130038738,7.036967575550079,7.039906919002533,7.035585939884186,1.6613935232162476,6a5134e5f4f11faef245f945b468fe72f000a607f5e622f60ec1702dfdf334a7
53,34296,217088,8.833333333333334e-06,6.494118094444275,6.4940245151519775,0.0018712931560003199,6.481323957443237,6.504421651363373,6.496327757835388,2.4682843685150146,8434f613667d08e7358a84a9e9198c78df8d4bf407e91b7559800d0f119d1058
54,34297,221184,9e-06,6.933500945568085,6.933452129364014,0.0009758138112374581,6.91410905122757,6.9459646344184875,6.940281867980957,1.9183642864227295,f182187252cc7d0114656ca2486dddb12c34cf5cbc68c9f4a1a3ba2ef6c74eb6
55,34298,225280,9.166666666666666e-06,7.2677000761032104,7.267647385597229,0.0010522397860768251,7.257102966308594,7.282207369804382,7.263631641864777,1.6224315166473389,d1553d3d76337d2b8f679dba7a6e2826721fc9a04cd0138c2ba32302aedc9031
56,34299,229376,9.333333333333334e-06,6.966620206832886,6.966560184955597,0.001201372069772333,6.9504013657569885,6.9853251576423645,6.963953971862793,1.861126184463501,718e9859d9e10a6411098e8bf9c5d896266bc01cde823a65709d971cae75aecb
57,34300,233472,9.5e-06,6.852002322673798,6.851929545402527,0.001454713405109942,6.8400187492370605,6.861535012722015,6.854234099388123,4.285068988800049,1df42a615ed5950551864c3782e21eea3ef26d3a8fdd4d46a3ddd9020cbd890a
58,34301,237568,9.666666666666667e-06,6.431019604206085,6.4309157729148865,0.0020758273458341137,6.428136944770813,6.440821349620819,6.423788607120514,1.6314398050308228,66ee3210f653662e9825e3af0419e9b6e0b33e4d03bbaa2fcfd836cce30bd2c8
59,34302,241664,9.833333333333333e-06,6.84692120552063,6.8468456864356995,0.001510490859800484,6.843115031719208,6.858042657375336,6.839378535747528,1.775643229484558,0dfcdef8af517958568488b84840984b8fbf2c5e1abe4f30cf13c58e8e57a12b
60,34303,245760,1e-05,6.608873248100281,6.608816385269165,0.001137120954808779,6.619002044200897,6.612843096256256,6.594603717327118,1.8977869749069214,75e06463a02aa53ad61ff5b2e0c9668f2c0f4e4d8577fe99eaf22cfd2552122e
61,34304,249856,1.0166666666666667e-05,6.984975278377533,6.984904527664185,0.0014154509772197343,6.964942157268524,7.002971768379211,6.986799478530884,2.180345296859741,070da34b4dbc51f9c7baca2e284c5f8a6925869187f4299f1906275c33badd15
62,34305,253952,1.0333333333333333e-05,6.73424506187439,6.734182000160217,0.0012620699708350003,6.734648108482361,6.741595089435577,6.726302444934845,1.729543924331665,2860ce697b2174a7019950ec2bb28cafbd11eb5f5b67d36c7bb50b4ca988323c
63,34306,258048,1.05e-05,6.69184422492981,6.6917537450790405,0.0018103288166457787,6.686763405799866,6.698879778385162,6.68961763381958,1.5494579076766968,304a412f7ec6351b94a26c5a6143ef6f9898ef86239790362374d94013e04165
64,34307,262144,1.0666666666666667e-05,6.696420431137085,6.696340799331665,0.0015928061329759657,6.68485426902771,6.706915199756622,6.69725227355957,3.38348388671875,6a9230df1eb9f517598bec17245ef02b30eec09fd93ef7dcbc118010afebc729
65,34308,266240,1.0833333333333334e-05,6.744247257709503,6.744187593460083,0.001192344308947213,6.7504801750183105,6.7457351088523865,6.736347794532776,2.3856563568115234,93d8277c6ed3e5717169c9d6ae8115864ff265b9a0dbf6754ef7d57ed29347a7
66,34309,270336,1.1000000000000001e-05,7.117894947528839,7.1178319454193115,0.0012611423444468528,7.1150243282318115,7.124474942684174,7.11399644613266,5.9564080238342285,32e4471d736fccaf7c0bb77067bca46dc38e8865ed8ef8b40260101b42f9b08f
67,34310,274432,1.1166666666666668e-05,7.267015695571899,7.266942203044891,0.0014692065378767438,7.256123721599579,7.271528005599976,7.2731741070747375,1.9541600942611694,38a42cd22d846e84278e672d8e54e1de5e6c235f2e4f51ba5d962edf40fe88c4
68,34311,278528,1.1333333333333334e-05,6.509483516216278,6.509432375431061,0.0010250823470414616,6.506174921989441,6.515507698059082,6.506614089012146,2.1399190425872803,98de4be73de2432493a0d713ddcc54eacbecf56b0abbc7436cc0ee36662d6e16
69,34312,282624,1.1500000000000002e-05,6.949253976345062,6.949195921421051,0.0011610112123889849,6.94450843334198,6.957614898681641,6.945463597774506,2.4350056648254395,27feb30753e82eb2f76cf5a4d81d7f2c361d7c1b15cde3ad6f73e7b5f31da394
70,34313,286720,1.1666666666666668e-05,6.778568744659424,6.778509616851807,0.0011828726055682637,6.77893590927124,6.781822085380554,6.774770021438599,2.1519205570220947,89f3eb9cc22559b01b5136a395cc10591740ebfeaeaff8088ca33d4825b9939b
71,34314,290816,1.1833333333333334e-05,7.23723304271698,7.2371861934661865,0.0009368939936393872,7.224167764186859,7.23999297618866,7.247397363185883,3.217491626739502,66d42ba95e81961dce762f2b075f3a019aca8941c443e17255809a6820107f6d
72,34315,294912,1.2e-05,6.929425954818726,6.929367363452911,0.0011725781951099634,6.925748705863953,6.932629823684692,6.929723083972931,1.8628884553909302,7f657984e27ecf6c0c9295a34ea75fb25d06bbcdc26a66a3499fdd8c29051541
73,34316,299008,1.2166666666666668e-05,6.850625813007355,6.850572109222412,0.0010764429680421017,6.849042892456055,6.850335955619812,6.852336645126343,33.27889633178711,b2a669ab148781f23880c69071c25fb23b01fcbfb4cea525b37a8249c7769dfe
74,34317,303104,1.2333333333333334e-05,6.681189954280853,6.6811365485191345,0.0010685826564440504,6.685810327529907,6.685307621955872,6.672291398048401,1.7195216417312622,f8a9e5ef8920367eb9da666c93f1ce99df78671a93c3f0f0652551ab359a5441
75,34318,307200,1.25e-05,7.008737802505493,7.008664488792419,0.0014661270906799473,6.998996078968048,7.017274022102356,7.009723246097565,1.8228651285171509,e5e95e38aba6eb51e10a35d3b3f4d3503d3000bbeddebb3786431a5d7153e64e
76,34319,311296,1.2666666666666668e-05,6.783098220825195,6.783061623573303,0.0007329581785597838,6.7801936864852905,6.784563839435577,6.784427344799042,1.7618058919906616,adc14d2d7c61673f91369384e7e8957e8ec39b64e07d24fb4f4db368008ea266
77,34320,315392,1.2833333333333333e-05,6.808847546577454,6.808815956115723,0.0006318522209767252,6.81886613368988,6.810339152812958,6.7972418665885925,2.8844549655914307,85beafc50533c52e0fe8de7f72dbff7835fce970772e0a3af2ecf5d3e337d2d0
78,34321,319488,1.3000000000000001e-05,6.626230597496033,6.626172184944153,0.0011684359342325479,6.629718005657196,6.633216023445129,6.61558210849762,1.9559533596038818,251281bf64be7112920c0dfb7eac239045386a94d76839a0593a3402a8ef5388
79,34322,323584,1.3166666666666665e-05,6.437305390834808,6.437242388725281,0.0012585169752128422,6.4419572949409485,6.4375258684158325,6.432243824005127,3.9404008388519287,4b5abbd9d17ef12571f36ad9d784714a97eb867d8f8b60ecc6878cd843a76704
80,34323,327680,1.3333333333333333e-05,6.601058006286621,6.601020574569702,0.0007502006483264267,6.604775965213776,6.600972414016724,6.597312688827515,1.6940948963165283,8fa362a4307c8ddf4d725843fcd598787208ccb45c13b4aa35792d941e1fa30f
81,34324,331776,1.3500000000000001e-05,6.57445102930069,6.574366867542267,0.001683509508438874,6.582829236984253,6.574377715587616,6.565893828868866,1.7880628108978271,2027c964d0a0f3ba22b558ca922f0829fea2cfc514b60127097fb938db5917ab
82,34325,335872,1.3666666666666666e-05,7.080030143260956,7.079990863800049,0.0007859903198550455,7.074846684932709,7.085007965564728,7.080117225646973,1.6099401712417603,0026e9d7b7152bbb83cb0b340e3de1158b8d0934dad3238f521859be2a647bb6
83,34326,339968,1.3833333333333334e-05,6.857675015926361,6.857608377933502,0.0013337547934497707,6.862180590629578,6.8651134967803955,6.845530927181244,1.493804693222046,731cb7bb794be180979510e58ccb275d9a77982a78dbc3c141e3c10d6cd30044
84,34327,344064,1.4000000000000001e-05,6.608983516693115,6.60888934135437,0.00188228578917915,6.6113810539245605,6.614194631576538,6.601091623306274,1.85756254196167,b3a7f9ab73c22ac6de506612dc7cd943fad7e85e70ba120e54927af01a1dc5d0
85,34328,348160,1.4166666666666668e-05,6.660157859325409,6.660084962844849,0.0014590186110581271,6.668866038322449,6.659098386764526,6.652290344238281,1.6790542602539062,532dbb1eab291fe151023d781be7c91caf8d731da20c6a84d05ff0688db8b796
86,34329,352256,1.4333333333333334e-05,6.467194199562073,6.4671196937561035,0.0014905452990205958,6.456055760383606,6.468834638595581,6.476468563079834,1.6264628171920776,e5640b1468058f8fe24a6fad4a7a20164ceaf753f2c4b14cad49b6721edb718b
87,34330,356352,1.45e-05,6.947547495365143,6.94750052690506,0.0009385281664435752,6.937247574329376,6.948304295539856,6.956949234008789,1.8164637088775635,d1300f2daa930d3b73474ae3c53955aa7e75a9ff1290d164697779302b78dab3
88,34331,360448,1.4666666666666668e-05,6.760935604572296,6.760882377624512,0.0010648149545886554,6.749985933303833,6.770553410053253,6.762107253074646,1.5376447439193726,0e4197448f0179d1aba0c11a9ba464bfcdb2e0d2f503de993956726f2bca29b5
89,34332,364544,1.4833333333333336e-05,6.225375533103943,6.225230395793915,0.0029029811412328854,6.224881887435913,6.229713559150696,6.221094906330109,2.1098384857177734,2d03b0963963c88f30da132c9de4203de23e30444f9fc01258ad2f234a68b5c5
90,34333,368640,1.5e-05,6.2776981592178345,6.277585208415985,0.002259433844301384,6.271263539791107,6.281726896762848,6.279764831066132,1.5749996900558472,7843dd183a5a10812ccaf92085207b847c7887f9ca5a48740a6ca7ef9d4cba5e
91,34334,372736,1.5166666666666668e-05,6.688023269176483,6.687904119491577,0.0023823531591915525,6.692180514335632,6.691289663314819,6.680241763591766,3.8137168884277344,5f18ebe056684c8dafa223215c40bdb75b9a560b8852d0494a57b1161de18a4f
92,34335,376832,1.5333333333333334e-05,6.933436274528503,6.9333637952804565,0.0014494515780825168,6.928622186183929,6.945404887199402,6.926064133644104,3.178999185562134,38d57fc2dff258a6207c63999b30cb57cc091e7f8401cb8d9a82332608a06fff
93,34336,380928,1.55e-05,6.8320618867874146,6.831988513469696,0.0014671915268991143,6.825584709644318,6.8373231291770935,6.833057641983032,1.8448421955108643,9296746914e9acd015c535a30f6f7e69ab052334471044fa04fa44de955ea77c
94,34337,385024,1.5666666666666667e-05,6.347047686576843,6.346995055675507,0.0010532597589190118,6.335711181163788,6.3534961342811584,6.351777732372284,4.026145935058594,06890800f020f780b56443817f680a34ab2d86e14715078c9df9edb3b72506f0
95,34338,389120,1.5833333333333333e-05,7.36415708065033,7.364106118679047,0.0010204245481872931,7.3597328662872314,7.370093762874603,7.362490952014923,2.319450855255127,bdd5fd232e08afeccfa43aeefe960c460c2da007d27d5cf90202eaa29fbe128a
96,34339,393216,1.6000000000000003e-05,6.90459680557251,6.90451455116272,0.0016461209306726232,6.901150763034821,6.911204934120178,6.901187539100647,3.9349911212921143,6dca1286c812eddcc164aaabe98ce4ec9495c0c8e8177563cd2623a743fa207c
97,34340,397312,1.6166666666666665e-05,6.939385712146759,6.939314246177673,0.0014307607343653217,6.9448859095573425,6.938997507095337,6.934059143066406,4.335794925689697,a4c47b7c403ac68a07e48db89c74426a838bdf49439a825d33baafb29d608d19
98,34341,401408,1.6333333333333335e-05,6.20654296875,6.206481516361237,0.001228292632731609,6.204818546772003,6.217365562915802,6.19726037979126,1.735886573791504,7251300cb7f0b894bdc70e2866ce9bbd8a5f2ee4344e8f2183eafd596b180120
99,34342,405504,1.65e-05,6.686420679092407,6.686355233192444,0.0013074895468889736,6.680243909358978,6.687831163406372,6.690990447998047,1.9089330434799194,940a3c4035722ca791bee83ae2dc426b70a8c25a18367ce3fd9cbf7941486381
100,34343,409600,1.6666666666666667e-05,6.863969683647156,6.86388623714447,0.0016691927594365552,6.851806700229645,6.873739302158356,6.866111993789673,1.5540021657943726,11c75d51f6617af5a7c990c7b346644fd99e9cd1633e05fceab367c8daaa842e
101,34344,413696,1.6833333333333334e-05,6.770639657974243,6.770590245723724,0.0009886418920359574,6.769734025001526,6.77271831035614,6.769317984580994,2.1048614978790283,3cdf25131edb0c84f9ae29f0467c8bcfdc5e3f253aeca6f4026a5ff33c009abc
102,34345,417792,1.7000000000000003e-05,6.715597927570343,6.715513229370117,0.0016951998404692858,6.720066964626312,6.720679819583893,6.705792129039764,1.8972275257110596,049ae432b7e2ec19c0e90d60dbf86c892047b5bdb0692512142f06870279cdc0
103,34346,421888,1.7166666666666666e-05,6.780814349651337,6.780766487121582,0.0009570997135597281,6.774802148342133,6.791801452636719,6.775694966316223,1.8648836612701416,c3d7007628552f5a551a8a6885a44b13079e3414504110e3eebef1070e27194a
104,34347,425984,1.7333333333333336e-05,6.703536510467529,6.703473627567291,0.001255992152437102,6.700225532054901,6.704133629798889,6.706061065196991,1.7383671998977661,c420c0fda29e2393764b44e6481981a1e958b0bf7a776ac206590f14f02a8da6
105,34348,430080,1.75e-05,6.7570191621780396,6.756918907165527,0.002003938701818697,6.760965883731842,6.755641877651215,6.754148185253143,2.986542224884033,99ed35c575e272815c734ce540c06dc19107097c33405a40a976a2b6f4084300
106,34349,434176,1.7666666666666668e-05,6.91370552778244,6.913650751113892,0.0010943728484562598,6.913178205490112,6.911136090755463,6.916637718677521,1.7347540855407715,cc1a689950a55e5db89e76d0de225383c3fe20e0841f232c998c443cb9da716e
107,34350,438272,1.7833333333333334e-05,6.925192832946777,6.92512184381485,0.0014188847490004264,6.926801025867462,6.923274576663971,6.925289571285248,1.524141550064087,0590c717269ca2c147e0a203e55390f8d2602c9249cb9962295610f1e3704af7
108,34351,442368,1.8e-05,6.639909565448761,6.6398404240608215,0.0013833468983648345,6.635722875595093,6.648624300956726,6.635173678398132,1.6656076908111572,88f6732cd3e307385271e9d4f17eb4f731d03fc2ab13ef15f0df08d46ecea7a5
109,34352,446464,1.8166666666666667e-05,6.892465829849243,6.892398715019226,0.001341484450676944,6.891185522079468,6.893548548221588,6.892461359500885,2.0798826217651367,e59d5e1d17068f627291647183e96cff6b5f1fc9d708ad63e0b365aaf1c168d3
110,34353,450560,1.8333333333333333e-05,6.191280394792557,6.191205620765686,0.0014951902558095753,6.197079658508301,6.187847912311554,6.18868887424469,15.116273880004883,8987ab7c7e25121ada24210ce2bde16182e90621c8bf72fe2de424bebe42a6e0
111,34354,454656,1.85e-05,7.063667118549347,7.063635349273682,0.0006364345535985194,7.066027641296387,7.076950013637543,7.0479273200035095,3.32690167427063,3b11528dcf221f0001920d85266bec831b88f4bd3b8f31231f39be94e15e05ae
112,34355,458752,1.866666666666667e-05,6.772879123687744,6.772822976112366,0.0011250391471548937,6.771153628826141,6.775938630104065,6.771376132965088,2.1382689476013184,dc5426d4eea9e507803d3752835f19ed04b46bb156636ddd4b3dedd32e3ee929
113,34356,462848,1.8833333333333335e-05,6.9207980036735535,6.9207130670547485,0.001699633699900005,6.919618487358093,6.929111063480377,6.913408637046814,1.655970811843872,fbf0b2f28f0f8d90ab7c8cea6c3a301fd551e5210d5baffd52c2a89a3aa9acff
114,34357,466944,1.9e-05,7.038331091403961,7.038259565830231,0.0014292645500972867,7.034347116947174,7.038323163986206,7.042107403278351,1.5938974618911743,29a562bcd69550fae110083969394aef0b65f6b36bd8277e6e1b3c7c4c65d861
